ID;Radius;Mass;Energy;Nichel
4337;9.0;10.0;3.50;0.070
4338;9.0;10.0;3.50;0.080
4339;9.0;10.0;3.50;0.090
4340;9.0;10.0;3.50;0.100
4341;11.0;10.0;3.50;0.010
4342;11.0;10.0;3.50;0.020
4343;11.0;10.0;3.50;0.030
4344;11.0;10.0;3.50;0.040
4345;11.0;10.0;3.50;0.050
4346;11.0;10.0;3.50;0.060
4347;11.0;10.0;3.50;0.070
4348;11.0;10.0;3.50;0.080
4349;11.0;10.0;3.50;0.090
4350;11.0;10.0;3.50;0.100
4351;13.0;10.0;3.50;0.010
4352;13.0;10.0;3.50;0.020
4353;13.0;10.0;3.50;0.030
4354;13.0;10.0;3.50;0.040
4355;13.0;10.0;3.50;0.050
4356;13.0;10.0;3.50;0.060
4357;13.0;10.0;3.50;0.070
4358;13.0;10.0;3.50;0.080
4359;13.0;10.0;3.50;0.090
4360;13.0;10.0;3.50;0.100
4361;15.0;10.0;3.50;0.010
4362;15.0;10.0;3.50;0.020
4363;15.0;10.0;3.50;0.030
4364;15.0;10.0;3.50;0.040
4365;15.0;10.0;3.50;0.050
4366;15.0;10.0;3.50;0.060
4367;15.0;10.0;3.50;0.070
4368;15.0;10.0;3.50;0.080
4369;15.0;10.0;3.50;0.090
4370;15.0;10.0;3.50;0.100
4371;17.0;10.0;3.50;0.010
4372;17.0;10.0;3.50;0.020
4373;17.0;10.0;3.50;0.030
4374;17.0;10.0;3.50;0.040
4375;17.0;10.0;3.50;0.050
4376;17.0;10.0;3.50;0.060
4377;17.0;10.0;3.50;0.070
4378;17.0;10.0;3.50;0.080
4379;17.0;10.0;3.50;0.090
4380;17.0;10.0;3.50;0.100
4381;19.0;10.0;3.50;0.010
4382;19.0;10.0;3.50;0.020
4383;19.0;10.0;3.50;0.030
4384;19.0;10.0;3.50;0.040
4385;19.0;10.0;3.50;0.050
4386;19.0;10.0;3.50;0.060
4387;19.0;10.0;3.50;0.070
4388;19.0;10.0;3.50;0.080
4389;19.0;10.0;3.50;0.090
4390;19.0;10.0;3.50;0.100
4391;21.0;10.0;3.50;0.010
4392;21.0;10.0;3.50;0.020
4393;21.0;10.0;3.50;0.030
4394;21.0;10.0;3.50;0.040
4395;21.0;10.0;3.50;0.050
4396;21.0;10.0;3.50;0.060
4397;21.0;10.0;3.50;0.070
4398;21.0;10.0;3.50;0.080
4399;21.0;10.0;3.50;0.090
4400;21.0;10.0;3.50;0.100
4401;23.0;10.0;3.50;0.010
4402;23.0;10.0;3.50;0.020
4403;23.0;10.0;3.50;0.030
4404;23.0;10.0;3.50;0.040
4405;23.0;10.0;3.50;0.050
4406;23.0;10.0;3.50;0.060
4407;23.0;10.0;3.50;0.070
4408;23.0;10.0;3.50;0.080
4409;23.0;10.0;3.50;0.090
4410;23.0;10.0;3.50;0.100
4411;25.0;10.0;3.50;0.010
4412;25.0;10.0;3.50;0.020
4413;25.0;10.0;3.50;0.030
4414;25.0;10.0;3.50;0.040
4415;25.0;10.0;3.50;0.050
4416;25.0;10.0;3.50;0.060
4417;25.0;10.0;3.50;0.070
4418;25.0;10.0;3.50;0.080
4419;25.0;10.0;3.50;0.090
4420;25.0;10.0;3.50;0.100
4421;1.0;12.0;3.50;0.010
4422;1.0;12.0;3.50;0.020
4423;1.0;12.0;3.50;0.030
4424;1.0;12.0;3.50;0.040
4425;1.0;12.0;3.50;0.050
4426;1.0;12.0;3.50;0.060
4427;1.0;12.0;3.50;0.070
4428;1.0;12.0;3.50;0.080
4429;1.0;12.0;3.50;0.090
4430;1.0;12.0;3.50;0.100
4431;3.0;12.0;3.50;0.010
4432;3.0;12.0;3.50;0.020
4433;3.0;12.0;3.50;0.030
4434;3.0;12.0;3.50;0.040
4435;3.0;12.0;3.50;0.050
4436;3.0;12.0;3.50;0.060
4437;3.0;12.0;3.50;0.070
4438;3.0;12.0;3.50;0.080
4439;3.0;12.0;3.50;0.090
4440;3.0;12.0;3.50;0.100
4441;5.0;12.0;3.50;0.010
4442;5.0;12.0;3.50;0.020
4443;5.0;12.0;3.50;0.030
4444;5.0;12.0;3.50;0.040
4445;5.0;12.0;3.50;0.050
4446;5.0;12.0;3.50;0.060
4447;5.0;12.0;3.50;0.070
4448;5.0;12.0;3.50;0.080
4449;5.0;12.0;3.50;0.090
4450;5.0;12.0;3.50;0.100
4451;7.0;12.0;3.50;0.010
4452;7.0;12.0;3.50;0.020
4453;7.0;12.0;3.50;0.030
4454;7.0;12.0;3.50;0.040
4455;7.0;12.0;3.50;0.050
4456;7.0;12.0;3.50;0.060
4457;7.0;12.0;3.50;0.070
4458;7.0;12.0;3.50;0.080
4459;7.0;12.0;3.50;0.090
4460;7.0;12.0;3.50;0.100
4461;9.0;12.0;3.50;0.010
4462;9.0;12.0;3.50;0.020
4463;9.0;12.0;3.50;0.030
4464;9.0;12.0;3.50;0.040
4465;9.0;12.0;3.50;0.050
4466;9.0;12.0;3.50;0.060
4467;9.0;12.0;3.50;0.070
4468;9.0;12.0;3.50;0.080
4469;9.0;12.0;3.50;0.090
4470;9.0;12.0;3.50;0.100
4471;11.0;12.0;3.50;0.010
4472;11.0;12.0;3.50;0.020
4473;11.0;12.0;3.50;0.030
4474;11.0;12.0;3.50;0.040
4475;11.0;12.0;3.50;0.050
4476;11.0;12.0;3.50;0.060
4477;11.0;12.0;3.50;0.070
4478;11.0;12.0;3.50;0.080
4479;11.0;12.0;3.50;0.090
4480;11.0;12.0;3.50;0.100
4481;13.0;12.0;3.50;0.010
4482;13.0;12.0;3.50;0.020
4483;13.0;12.0;3.50;0.030
4484;13.0;12.0;3.50;0.040
4485;13.0;12.0;3.50;0.050
4486;13.0;12.0;3.50;0.060
4487;13.0;12.0;3.50;0.070
4488;13.0;12.0;3.50;0.080
4489;13.0;12.0;3.50;0.090
4490;13.0;12.0;3.50;0.100
4491;15.0;12.0;3.50;0.010
4492;15.0;12.0;3.50;0.020
4493;15.0;12.0;3.50;0.030
4494;15.0;12.0;3.50;0.040
4495;15.0;12.0;3.50;0.050
4496;15.0;12.0;3.50;0.060
4497;15.0;12.0;3.50;0.070
4498;15.0;12.0;3.50;0.080
4499;15.0;12.0;3.50;0.090
4500;15.0;12.0;3.50;0.100
4501;17.0;12.0;3.50;0.010
4502;17.0;12.0;3.50;0.020
4503;17.0;12.0;3.50;0.030
4504;17.0;12.0;3.50;0.040
4505;17.0;12.0;3.50;0.050
4506;17.0;12.0;3.50;0.060
4507;17.0;12.0;3.50;0.070
4508;17.0;12.0;3.50;0.080
4509;17.0;12.0;3.50;0.090
4510;17.0;12.0;3.50;0.100
4511;19.0;12.0;3.50;0.010
4512;19.0;12.0;3.50;0.020
4513;19.0;12.0;3.50;0.030
4514;19.0;12.0;3.50;0.040
4515;19.0;12.0;3.50;0.050
4516;19.0;12.0;3.50;0.060
4517;19.0;12.0;3.50;0.070
4518;19.0;12.0;3.50;0.080
4519;19.0;12.0;3.50;0.090
4520;19.0;12.0;3.50;0.100
4521;21.0;12.0;3.50;0.010
4522;21.0;12.0;3.50;0.020
4523;21.0;12.0;3.50;0.030
4524;21.0;12.0;3.50;0.040
4525;21.0;12.0;3.50;0.050
4526;21.0;12.0;3.50;0.060
4527;21.0;12.0;3.50;0.070
4528;21.0;12.0;3.50;0.080
4529;21.0;12.0;3.50;0.090
4530;21.0;12.0;3.50;0.100
4531;23.0;12.0;3.50;0.010
4532;23.0;12.0;3.50;0.020
4533;23.0;12.0;3.50;0.030
4534;23.0;12.0;3.50;0.040
4535;23.0;12.0;3.50;0.050
4536;23.0;12.0;3.50;0.060
4537;23.0;12.0;3.50;0.070
4538;23.0;12.0;3.50;0.080
4539;23.0;12.0;3.50;0.090
4540;23.0;12.0;3.50;0.100
4541;25.0;12.0;3.50;0.010
4542;25.0;12.0;3.50;0.020
4543;25.0;12.0;3.50;0.030
4544;25.0;12.0;3.50;0.040
4545;25.0;12.0;3.50;0.050
4546;25.0;12.0;3.50;0.060
4547;25.0;12.0;3.50;0.070
4548;25.0;12.0;3.50;0.080
4549;25.0;12.0;3.50;0.090
4550;25.0;12.0;3.50;0.100
4551;1.0;14.0;3.50;0.010
4552;1.0;14.0;3.50;0.020
4553;1.0;14.0;3.50;0.030
4554;1.0;14.0;3.50;0.040
4555;1.0;14.0;3.50;0.050
4556;1.0;14.0;3.50;0.060
4557;1.0;14.0;3.50;0.070
4558;1.0;14.0;3.50;0.080
4559;1.0;14.0;3.50;0.090
4560;1.0;14.0;3.50;0.100
4561;3.0;14.0;3.50;0.010
4562;3.0;14.0;3.50;0.020
4563;3.0;14.0;3.50;0.030
4564;3.0;14.0;3.50;0.040
4565;3.0;14.0;3.50;0.050
4566;3.0;14.0;3.50;0.060
4567;3.0;14.0;3.50;0.070
4568;3.0;14.0;3.50;0.080
4569;3.0;14.0;3.50;0.090
4570;3.0;14.0;3.50;0.100
4571;5.0;14.0;3.50;0.010
4572;5.0;14.0;3.50;0.020
4573;5.0;14.0;3.50;0.030
4574;5.0;14.0;3.50;0.040
4575;5.0;14.0;3.50;0.050
4576;5.0;14.0;3.50;0.060
4577;5.0;14.0;3.50;0.070
4578;5.0;14.0;3.50;0.080
4579;5.0;14.0;3.50;0.090
4580;5.0;14.0;3.50;0.100
4581;7.0;14.0;3.50;0.010
4582;7.0;14.0;3.50;0.020
4583;7.0;14.0;3.50;0.030
4584;7.0;14.0;3.50;0.040
4585;7.0;14.0;3.50;0.050
4586;7.0;14.0;3.50;0.060
4587;7.0;14.0;3.50;0.070
4588;7.0;14.0;3.50;0.080
4589;7.0;14.0;3.50;0.090
4590;7.0;14.0;3.50;0.100
4591;9.0;14.0;3.50;0.010
4592;9.0;14.0;3.50;0.020
4593;9.0;14.0;3.50;0.030
4594;9.0;14.0;3.50;0.040
4595;9.0;14.0;3.50;0.050
4596;9.0;14.0;3.50;0.060
4597;9.0;14.0;3.50;0.070
4598;9.0;14.0;3.50;0.080
4599;9.0;14.0;3.50;0.090
4600;9.0;14.0;3.50;0.100
4601;11.0;14.0;3.50;0.010
4602;11.0;14.0;3.50;0.020
4603;11.0;14.0;3.50;0.030
4604;11.0;14.0;3.50;0.040
4605;11.0;14.0;3.50;0.050
4606;11.0;14.0;3.50;0.060
4607;11.0;14.0;3.50;0.070
4608;11.0;14.0;3.50;0.080
4609;11.0;14.0;3.50;0.090
4610;11.0;14.0;3.50;0.100
4611;13.0;14.0;3.50;0.010
4612;13.0;14.0;3.50;0.020
4613;13.0;14.0;3.50;0.030
4614;13.0;14.0;3.50;0.040
4615;13.0;14.0;3.50;0.050
4616;13.0;14.0;3.50;0.060
4617;13.0;14.0;3.50;0.070
4618;13.0;14.0;3.50;0.080
4619;13.0;14.0;3.50;0.090
4620;13.0;14.0;3.50;0.100
4621;15.0;14.0;3.50;0.010
4622;15.0;14.0;3.50;0.020
4623;15.0;14.0;3.50;0.030
4624;15.0;14.0;3.50;0.040
4625;15.0;14.0;3.50;0.050
4626;15.0;14.0;3.50;0.060
4627;15.0;14.0;3.50;0.070
4628;15.0;14.0;3.50;0.080
4629;15.0;14.0;3.50;0.090
4630;15.0;14.0;3.50;0.100
4631;17.0;14.0;3.50;0.010
4632;17.0;14.0;3.50;0.020
4633;17.0;14.0;3.50;0.030
4634;17.0;14.0;3.50;0.040
4635;17.0;14.0;3.50;0.050
4636;17.0;14.0;3.50;0.060
4637;17.0;14.0;3.50;0.070
4638;17.0;14.0;3.50;0.080
4639;17.0;14.0;3.50;0.090
4640;17.0;14.0;3.50;0.100
4641;19.0;14.0;3.50;0.010
4642;19.0;14.0;3.50;0.020
4643;19.0;14.0;3.50;0.030
4644;19.0;14.0;3.50;0.040
4645;19.0;14.0;3.50;0.050
4646;19.0;14.0;3.50;0.060
4647;19.0;14.0;3.50;0.070
4648;19.0;14.0;3.50;0.080
4649;19.0;14.0;3.50;0.090
4650;19.0;14.0;3.50;0.100
4651;21.0;14.0;3.50;0.010
4652;21.0;14.0;3.50;0.020
4653;21.0;14.0;3.50;0.030
4654;21.0;14.0;3.50;0.040
4655;21.0;14.0;3.50;0.050
4656;21.0;14.0;3.50;0.060
4657;21.0;14.0;3.50;0.070
4658;21.0;14.0;3.50;0.080
4659;21.0;14.0;3.50;0.090
4660;21.0;14.0;3.50;0.100
4661;23.0;14.0;3.50;0.010
4662;23.0;14.0;3.50;0.020
4663;23.0;14.0;3.50;0.030
4664;23.0;14.0;3.50;0.040
4665;23.0;14.0;3.50;0.050
4666;23.0;14.0;3.50;0.060
4667;23.0;14.0;3.50;0.070
4668;23.0;14.0;3.50;0.080
4669;23.0;14.0;3.50;0.090
4670;23.0;14.0;3.50;0.100
4671;25.0;14.0;3.50;0.010
4672;25.0;14.0;3.50;0.020
4673;25.0;14.0;3.50;0.030
4674;25.0;14.0;3.50;0.040
4675;25.0;14.0;3.50;0.050
4676;25.0;14.0;3.50;0.060
4677;25.0;14.0;3.50;0.070
4678;25.0;14.0;3.50;0.080
4679;25.0;14.0;3.50;0.090
4680;25.0;14.0;3.50;0.100
4681;1.0;16.0;3.50;0.010
4682;1.0;16.0;3.50;0.020
4683;1.0;16.0;3.50;0.030
4684;1.0;16.0;3.50;0.040
4685;1.0;16.0;3.50;0.050
4686;1.0;16.0;3.50;0.060
4687;1.0;16.0;3.50;0.070
4688;1.0;16.0;3.50;0.080
4689;1.0;16.0;3.50;0.090
4690;1.0;16.0;3.50;0.100
4691;3.0;16.0;3.50;0.010
4692;3.0;16.0;3.50;0.020
4693;3.0;16.0;3.50;0.030
4694;3.0;16.0;3.50;0.040
4695;3.0;16.0;3.50;0.050
4696;3.0;16.0;3.50;0.060
4697;3.0;16.0;3.50;0.070
4698;3.0;16.0;3.50;0.080
4699;3.0;16.0;3.50;0.090
4700;3.0;16.0;3.50;0.100
4701;5.0;16.0;3.50;0.010
4702;5.0;16.0;3.50;0.020
4703;5.0;16.0;3.50;0.030
4704;5.0;16.0;3.50;0.040
4705;5.0;16.0;3.50;0.050
4706;5.0;16.0;3.50;0.060
4707;5.0;16.0;3.50;0.070
4708;5.0;16.0;3.50;0.080
4709;5.0;16.0;3.50;0.090
4710;5.0;16.0;3.50;0.100
4711;7.0;16.0;3.50;0.010
4712;7.0;16.0;3.50;0.020
4713;7.0;16.0;3.50;0.030
4714;7.0;16.0;3.50;0.040
4715;7.0;16.0;3.50;0.050
4716;7.0;16.0;3.50;0.060
4717;7.0;16.0;3.50;0.070
4718;7.0;16.0;3.50;0.080
4719;7.0;16.0;3.50;0.090
4720;7.0;16.0;3.50;0.100
4721;9.0;16.0;3.50;0.010
4722;9.0;16.0;3.50;0.020
4723;9.0;16.0;3.50;0.030
4724;9.0;16.0;3.50;0.040
4725;9.0;16.0;3.50;0.050
4726;9.0;16.0;3.50;0.060
4727;9.0;16.0;3.50;0.070
4728;9.0;16.0;3.50;0.080
4729;9.0;16.0;3.50;0.090
4730;9.0;16.0;3.50;0.100
4731;11.0;16.0;3.50;0.010
4732;11.0;16.0;3.50;0.020
4733;11.0;16.0;3.50;0.030
4734;11.0;16.0;3.50;0.040
4735;11.0;16.0;3.50;0.050
4736;11.0;16.0;3.50;0.060
4737;11.0;16.0;3.50;0.070
4738;11.0;16.0;3.50;0.080
4739;11.0;16.0;3.50;0.090
4740;11.0;16.0;3.50;0.100
4741;13.0;16.0;3.50;0.010
4742;13.0;16.0;3.50;0.020
4743;13.0;16.0;3.50;0.030
4744;13.0;16.0;3.50;0.040
4745;13.0;16.0;3.50;0.050
4746;13.0;16.0;3.50;0.060
4747;13.0;16.0;3.50;0.070
4748;13.0;16.0;3.50;0.080
4749;13.0;16.0;3.50;0.090
4750;13.0;16.0;3.50;0.100
4751;15.0;16.0;3.50;0.010
4752;15.0;16.0;3.50;0.020
4753;15.0;16.0;3.50;0.030
4754;15.0;16.0;3.50;0.040
4755;15.0;16.0;3.50;0.050
4756;15.0;16.0;3.50;0.060
4757;15.0;16.0;3.50;0.070
4758;15.0;16.0;3.50;0.080
4759;15.0;16.0;3.50;0.090
4760;15.0;16.0;3.50;0.100
4761;17.0;16.0;3.50;0.010
4762;17.0;16.0;3.50;0.020
4763;17.0;16.0;3.50;0.030
4764;17.0;16.0;3.50;0.040
4765;17.0;16.0;3.50;0.050
4766;17.0;16.0;3.50;0.060
4767;17.0;16.0;3.50;0.070
4768;17.0;16.0;3.50;0.080
4769;17.0;16.0;3.50;0.090
4770;17.0;16.0;3.50;0.100
4771;19.0;16.0;3.50;0.010
4772;19.0;16.0;3.50;0.020
4773;19.0;16.0;3.50;0.030
4774;19.0;16.0;3.50;0.040
4775;19.0;16.0;3.50;0.050
4776;19.0;16.0;3.50;0.060
4777;19.0;16.0;3.50;0.070
4778;19.0;16.0;3.50;0.080
4779;19.0;16.0;3.50;0.090
4780;19.0;16.0;3.50;0.100
4781;21.0;16.0;3.50;0.010
4782;21.0;16.0;3.50;0.020
4783;21.0;16.0;3.50;0.030
4784;21.0;16.0;3.50;0.040
4785;21.0;16.0;3.50;0.050
4786;21.0;16.0;3.50;0.060
4787;21.0;16.0;3.50;0.070
4788;21.0;16.0;3.50;0.080
4789;21.0;16.0;3.50;0.090
4790;21.0;16.0;3.50;0.100
4791;23.0;16.0;3.50;0.010
4792;23.0;16.0;3.50;0.020
4793;23.0;16.0;3.50;0.030
4794;23.0;16.0;3.50;0.040
4795;23.0;16.0;3.50;0.050
4796;23.0;16.0;3.50;0.060
4797;23.0;16.0;3.50;0.070
4798;23.0;16.0;3.50;0.080
4799;23.0;16.0;3.50;0.090
4800;23.0;16.0;3.50;0.100
4801;25.0;16.0;3.50;0.010
4802;25.0;16.0;3.50;0.020
4803;25.0;16.0;3.50;0.030
4804;25.0;16.0;3.50;0.040
4805;25.0;16.0;3.50;0.050
4806;25.0;16.0;3.50;0.060
4807;25.0;16.0;3.50;0.070
4808;25.0;16.0;3.50;0.080
4809;25.0;16.0;3.50;0.090
4810;25.0;16.0;3.50;0.100
4811;1.0;18.0;3.50;0.010
4812;1.0;18.0;3.50;0.020
4813;1.0;18.0;3.50;0.030
4814;1.0;18.0;3.50;0.040
4815;1.0;18.0;3.50;0.050
4816;1.0;18.0;3.50;0.060
4817;1.0;18.0;3.50;0.070
4818;1.0;18.0;3.50;0.080
4819;1.0;18.0;3.50;0.090
4820;1.0;18.0;3.50;0.100
4821;3.0;18.0;3.50;0.010
4822;3.0;18.0;3.50;0.020
4823;3.0;18.0;3.50;0.030
4824;3.0;18.0;3.50;0.040
4825;3.0;18.0;3.50;0.050
4826;3.0;18.0;3.50;0.060
4827;3.0;18.0;3.50;0.070
4828;3.0;18.0;3.50;0.080
4829;3.0;18.0;3.50;0.090
4830;3.0;18.0;3.50;0.100
4831;5.0;18.0;3.50;0.010
4832;5.0;18.0;3.50;0.020
4833;5.0;18.0;3.50;0.030
4834;5.0;18.0;3.50;0.040
4835;5.0;18.0;3.50;0.050
4836;5.0;18.0;3.50;0.060
4837;5.0;18.0;3.50;0.070
4838;5.0;18.0;3.50;0.080
4839;5.0;18.0;3.50;0.090
4840;5.0;18.0;3.50;0.100
4841;7.0;18.0;3.50;0.010
4842;7.0;18.0;3.50;0.020
4843;7.0;18.0;3.50;0.030
4844;7.0;18.0;3.50;0.040
4845;7.0;18.0;3.50;0.050
4846;7.0;18.0;3.50;0.060
4847;7.0;18.0;3.50;0.070
4848;7.0;18.0;3.50;0.080
4849;7.0;18.0;3.50;0.090
4850;7.0;18.0;3.50;0.100
4851;9.0;18.0;3.50;0.010
4852;9.0;18.0;3.50;0.020
4853;9.0;18.0;3.50;0.030
4854;9.0;18.0;3.50;0.040
4855;9.0;18.0;3.50;0.050
4856;9.0;18.0;3.50;0.060
4857;9.0;18.0;3.50;0.070
4858;9.0;18.0;3.50;0.080
4859;9.0;18.0;3.50;0.090
4860;9.0;18.0;3.50;0.100
4861;11.0;18.0;3.50;0.010
4862;11.0;18.0;3.50;0.020
4863;11.0;18.0;3.50;0.030
4864;11.0;18.0;3.50;0.040
4865;11.0;18.0;3.50;0.050
4866;11.0;18.0;3.50;0.060
4867;11.0;18.0;3.50;0.070
4868;11.0;18.0;3.50;0.080
4869;11.0;18.0;3.50;0.090
4870;11.0;18.0;3.50;0.100
4871;13.0;18.0;3.50;0.010
4872;13.0;18.0;3.50;0.020
4873;13.0;18.0;3.50;0.030
4874;13.0;18.0;3.50;0.040
4875;13.0;18.0;3.50;0.050
4876;13.0;18.0;3.50;0.060
4877;13.0;18.0;3.50;0.070
4878;13.0;18.0;3.50;0.080
4879;13.0;18.0;3.50;0.090
4880;13.0;18.0;3.50;0.100
4881;15.0;18.0;3.50;0.010
4882;15.0;18.0;3.50;0.020
4883;15.0;18.0;3.50;0.030
4884;15.0;18.0;3.50;0.040
4885;15.0;18.0;3.50;0.050
4886;15.0;18.0;3.50;0.060
4887;15.0;18.0;3.50;0.070
4888;15.0;18.0;3.50;0.080
4889;15.0;18.0;3.50;0.090
4890;15.0;18.0;3.50;0.100
4891;17.0;18.0;3.50;0.010
4892;17.0;18.0;3.50;0.020
4893;17.0;18.0;3.50;0.030
4894;17.0;18.0;3.50;0.040
4895;17.0;18.0;3.50;0.050
4896;17.0;18.0;3.50;0.060
4897;17.0;18.0;3.50;0.070
4898;17.0;18.0;3.50;0.080
4899;17.0;18.0;3.50;0.090
4900;17.0;18.0;3.50;0.100
4901;19.0;18.0;3.50;0.010
4902;19.0;18.0;3.50;0.020
4903;19.0;18.0;3.50;0.030
4904;19.0;18.0;3.50;0.040
4905;19.0;18.0;3.50;0.050
4906;19.0;18.0;3.50;0.060
4907;19.0;18.0;3.50;0.070
4908;19.0;18.0;3.50;0.080
4909;19.0;18.0;3.50;0.090
4910;19.0;18.0;3.50;0.100
4911;21.0;18.0;3.50;0.010
4912;21.0;18.0;3.50;0.020
4913;21.0;18.0;3.50;0.030
4914;21.0;18.0;3.50;0.040
4915;21.0;18.0;3.50;0.050
4916;21.0;18.0;3.50;0.060
4917;21.0;18.0;3.50;0.070
4918;21.0;18.0;3.50;0.080
4919;21.0;18.0;3.50;0.090
4920;21.0;18.0;3.50;0.100
4921;23.0;18.0;3.50;0.010
4922;23.0;18.0;3.50;0.020
4923;23.0;18.0;3.50;0.030
4924;23.0;18.0;3.50;0.040
4925;23.0;18.0;3.50;0.050
4926;23.0;18.0;3.50;0.060
4927;23.0;18.0;3.50;0.070
4928;23.0;18.0;3.50;0.080
4929;23.0;18.0;3.50;0.090
4930;23.0;18.0;3.50;0.100
4931;25.0;18.0;3.50;0.010
4932;25.0;18.0;3.50;0.020
4933;25.0;18.0;3.50;0.030
4934;25.0;18.0;3.50;0.040
4935;25.0;18.0;3.50;0.050
4936;25.0;18.0;3.50;0.060
4937;25.0;18.0;3.50;0.070
4938;25.0;18.0;3.50;0.080
4939;25.0;18.0;3.50;0.090
4940;25.0;18.0;3.50;0.100
4941;1.0;20.0;3.50;0.010
4942;1.0;20.0;3.50;0.020
4943;1.0;20.0;3.50;0.030
4944;1.0;20.0;3.50;0.040
4945;1.0;20.0;3.50;0.050
4946;1.0;20.0;3.50;0.060
4947;1.0;20.0;3.50;0.070
4948;1.0;20.0;3.50;0.080
4949;1.0;20.0;3.50;0.090
4950;1.0;20.0;3.50;0.100
4951;3.0;20.0;3.50;0.010
4952;3.0;20.0;3.50;0.020
4953;3.0;20.0;3.50;0.030
4954;3.0;20.0;3.50;0.040
4955;3.0;20.0;3.50;0.050
4956;3.0;20.0;3.50;0.060
4957;3.0;20.0;3.50;0.070
4958;3.0;20.0;3.50;0.080
4959;3.0;20.0;3.50;0.090
4960;3.0;20.0;3.50;0.100
4961;5.0;20.0;3.50;0.010
4962;5.0;20.0;3.50;0.020
4963;5.0;20.0;3.50;0.030
4964;5.0;20.0;3.50;0.040
4965;5.0;20.0;3.50;0.050
4966;5.0;20.0;3.50;0.060
4967;5.0;20.0;3.50;0.070
4968;5.0;20.0;3.50;0.080
4969;5.0;20.0;3.50;0.090
4970;5.0;20.0;3.50;0.100
4971;7.0;20.0;3.50;0.010
4972;7.0;20.0;3.50;0.020
4973;7.0;20.0;3.50;0.030
4974;7.0;20.0;3.50;0.040
4975;7.0;20.0;3.50;0.050
4976;7.0;20.0;3.50;0.060
4977;7.0;20.0;3.50;0.070
4978;7.0;20.0;3.50;0.080
4979;7.0;20.0;3.50;0.090
4980;7.0;20.0;3.50;0.100
4981;9.0;20.0;3.50;0.010
4982;9.0;20.0;3.50;0.020
4983;9.0;20.0;3.50;0.030
4984;9.0;20.0;3.50;0.040
4985;9.0;20.0;3.50;0.050
4986;9.0;20.0;3.50;0.060
4987;9.0;20.0;3.50;0.070
4988;9.0;20.0;3.50;0.080
4989;9.0;20.0;3.50;0.090
4990;9.0;20.0;3.50;0.100
4991;11.0;20.0;3.50;0.010
4992;11.0;20.0;3.50;0.020
4993;11.0;20.0;3.50;0.030
4994;11.0;20.0;3.50;0.040
4995;11.0;20.0;3.50;0.050
4996;11.0;20.0;3.50;0.060
4997;11.0;20.0;3.50;0.070
4998;11.0;20.0;3.50;0.080
4999;11.0;20.0;3.50;0.090
5000;11.0;20.0;3.50;0.100
5001;13.0;20.0;3.50;0.010
5002;13.0;20.0;3.50;0.020
5003;13.0;20.0;3.50;0.030
5004;13.0;20.0;3.50;0.040
5005;13.0;20.0;3.50;0.050
5006;13.0;20.0;3.50;0.060
5007;13.0;20.0;3.50;0.070
5008;13.0;20.0;3.50;0.080
5009;13.0;20.0;3.50;0.090
5010;13.0;20.0;3.50;0.100
5011;15.0;20.0;3.50;0.010
5012;15.0;20.0;3.50;0.020
5013;15.0;20.0;3.50;0.030
5014;15.0;20.0;3.50;0.040
5015;15.0;20.0;3.50;0.050
5016;15.0;20.0;3.50;0.060
5017;15.0;20.0;3.50;0.070
5018;15.0;20.0;3.50;0.080
5019;15.0;20.0;3.50;0.090
5020;15.0;20.0;3.50;0.100
5021;17.0;20.0;3.50;0.010
5022;17.0;20.0;3.50;0.020
5023;17.0;20.0;3.50;0.030
5024;17.0;20.0;3.50;0.040
5025;17.0;20.0;3.50;0.050
5026;17.0;20.0;3.50;0.060
5027;17.0;20.0;3.50;0.070
5028;17.0;20.0;3.50;0.080
5029;17.0;20.0;3.50;0.090
5030;17.0;20.0;3.50;0.100
5031;19.0;20.0;3.50;0.010
5032;19.0;20.0;3.50;0.020
5033;19.0;20.0;3.50;0.030
5034;19.0;20.0;3.50;0.040
5035;19.0;20.0;3.50;0.050
5036;19.0;20.0;3.50;0.060
5037;19.0;20.0;3.50;0.070
5038;19.0;20.0;3.50;0.080
5039;19.0;20.0;3.50;0.090
5040;19.0;20.0;3.50;0.100
5041;21.0;20.0;3.50;0.010
5042;21.0;20.0;3.50;0.020
5043;21.0;20.0;3.50;0.030
5044;21.0;20.0;3.50;0.040
5045;21.0;20.0;3.50;0.050
5046;21.0;20.0;3.50;0.060
5047;21.0;20.0;3.50;0.070
5048;21.0;20.0;3.50;0.080
5049;21.0;20.0;3.50;0.090
5050;21.0;20.0;3.50;0.100
5051;23.0;20.0;3.50;0.010
5052;23.0;20.0;3.50;0.020
5053;23.0;20.0;3.50;0.030
5054;23.0;20.0;3.50;0.040
5055;23.0;20.0;3.50;0.050
5056;23.0;20.0;3.50;0.060
5057;23.0;20.0;3.50;0.070
5058;23.0;20.0;3.50;0.080
5059;23.0;20.0;3.50;0.090
5060;23.0;20.0;3.50;0.100
5061;25.0;20.0;3.50;0.010
5062;25.0;20.0;3.50;0.020
5063;25.0;20.0;3.50;0.030
5064;25.0;20.0;3.50;0.040
5065;25.0;20.0;3.50;0.050
5066;25.0;20.0;3.50;0.060
5067;25.0;20.0;3.50;0.070
5068;25.0;20.0;3.50;0.080
5069;25.0;20.0;3.50;0.090
5070;25.0;20.0;3.50;0.100
5071;1.0;22.0;3.50;0.010
